person,cause_short,date,dept_name,state
Assistant Chief of Police Hugh Dorsey Stancil,Vehicle pursuit,1968-03-23,Buford Police Department, GA
Patrolman Larry David Howard,Automobile accident,1968-03-24,Creve Coeur Police Department, MO
Game Warden Lloyd Dean Gustin,Drowned,1968-03-25,Texas Parks and Wildlife Department - Law Enforcement Division, TX
Special Investigator Norman Cash Curtsinger,Heart attack,1968-03-25,"United States Department of the Treasury - Internal Revenue Service - Bureau of Alcohol, Tobacco, and Firearms", US
Police Officer Ralph Kay Reeves,Heart attack,1968-03-26,Compton Police Department, CA
"Agent Garnett E. ""Dick"" Dabney",Gunfire,1968-03-31,South Carolina Alcoholic Beverage Control, SC
Officer Kenneth Charles Bell,Motorcycle accident,1968-04-04,Atlanta Police Department, GA
Sergeant Earl P. Wilkins,Vehicular assault,1968-04-09,Portsmouth Police Department, VA
"Patrolman David A. McKee, Sr.",Drowned,1968-04-09,Fort Atkinson Police Department, WI
Lieutenant Matthew Arnold Seckinger,Automobile accident,1968-04-10,State College Borough Police Department, PA
Patrolman George Edward Lanigan,Gunfire,1968-04-12,Kansas City Police Department, MO
Patrolman Marion Richard Bowman,Heart attack,1968-04-12,Kansas City Police Department, MO
Deputy Sheriff Harold L. Hart,Gunfire,1968-04-13,St. Johns County Sheriff's Office, FL
Patrolman John Banks,Heart attack,1968-04-15,New York City Police Department, NY
Deputy Bill H. Miller,Vehicle pursuit,1968-04-18,Nez Perce County Sheriff's Department, ID
Detective Richard F. Bosak,Gunfire,1968-04-18,Baltimore City Police Department, MD
Officer Larry D. Oliver,Motorcycle accident,1968-04-18,Kansas City Police Department, MO
Conservation Officer Gilmer Fred Keeler,Automobile accident,1968-04-21,Minnesota Department of Natural Resources - Enforcement Division, MN
Sergeant Jack R. Armstrong,Gunfire,1968-04-25,Southern Railroad Police Department, RR
Special Agent Douglas Merrell Price,Gunfire,1968-04-25,United States Department of Justice - Federal Bureau of Investigation, US
Sergeant Robert J. Zinck,Exposure to toxins,1968-04-26,Framingham Police Department, MA
Patrolman Elmer M. Beers,Gunfire,1968-04-28,Waverly Police Department, NY
Patrolman Edward Wayne Robbins,Automobile accident,1968-05-02,Hannibal Police Department, MO
Officer Robert L. Williams,Automobile accident,1968-05-02,Metro Nashville Police Department, TN
Detective Young Clifton Hobson,Gunfire,1968-05-03,Chicago Police Department, IL
Sheriff Emmett O. Edmonds,Gunfire,1968-05-04,Baxter County Sheriff's Department, AR
"Patrolman Gerard Apuzzi, Jr.",Exposure to toxins,1968-05-04,New York City Police Department, NY
"Sheriff Charles Edward Stevens, Jr.",Struck by vehicle,1968-05-06,Atchison County Sheriff's Office, MO
"Patrolman James Owens, Jr.",Gunfire,1968-05-11,Charleston County Police Department, SC
Policeman Oscar J. Bryant,Gunfire,1968-05-13,Los Angeles Police Department, CA
Sergeant Gordon R. Joinville,Gunfire,1968-05-23,San Mateo Police Department, CA
Deputy Sheriff Wayne Peters,Gunfire,1968-05-25,Rush County Sheriff's Department, IN
Deputy Sheriff Jerry Lee Inman,Gunfire,1968-05-25,Greene County Sheriff's Department, MO
Deputy Sheriff Frank M. Normand,Struck by train,1968-05-26,Caddo Parish Sheriff's Office, LA
Patrolman Charles Vincent Sciolto,Vehicular assault,1968-05-31,Attleboro Police Department, MA
Detective Guy Fedrick Jones,Gunfire,1968-06-05,DeKalb County Police Department, GA
Patrolman Henry L. Peeler,Gunfire,1968-06-05,Chicago Police Department, IL
Deputy Sheriff Kenneth B. Royal,Gunfire,1968-06-07,Sacramento County Sheriff's Department, CA
Officer Peter F. McElligott,Gunfire,1968-06-19,San Francisco Police Department, CA
Trooper Mark Allen Page,Automobile accident,1968-06-22,Georgia State Patrol, GA
Officer Earl Royce Williams,Vehicular assault,1968-06-24,Mobile Police Department, AL
Wildlife Officer Jimmy Thompson,Electrocuted,1968-06-25,Florida Game and Fresh Water Fish Commission, FL
Patrolman Delmar E. Stone,Motorcycle accident,1968-06-26,New Orleans Police Department, LA
Police Officer Bobby L. James,Vehicular assault,1968-06-26,Houston Police Department, TX
Police Officer Ben Eddie Gerhart,Gunfire,1968-06-26,Houston Police Department, TX
Deputy Sheriff Clarence J. Bridwell,Struck by vehicle,1968-07-01,McHenry County Sheriff's Office, IL
"Game Warden R. Lyle Frost, Jr.",Explosion,1968-07-01,Maine Department of Inland Fisheries and Wildlife - Warden Service, ME
Officer Stephen Acheson Williams,Gunfire,1968-07-02,Metropolitan Police Department, DC
Captain Donny E. Ashley,Drowned,1968-07-03,Pontiac Police Department, MI
Deputy Sheriff Dewey L. Swain,Gunfire,1968-07-05,Bertie County Sheriff's Office, NC
Chief of Police Arnold H. Knippel,Gunfire,1968-07-08,Columbus Police Department, TX
Probationary Patrolman Nicolo Danisi,Gunfire,1968-07-10,New York City Police Department, NY
Deputy Sheriff Charles Hansen,Automobile accident,1968-07-14,Calumet County Sheriff's Department, WI
Deputy Sheriff James Wendell Mitchell,Automobile accident,1968-07-15,Larimer County Sheriff's Office, CO
Police Officer Ross Brackett,Gunfire,1968-07-15,Philadelphia Police Department, PA
Sergeant Jose E. Gonzalez-Irizarry,Automobile accident,1968-07-17,Puerto Rico Police Department, PR
Detective Frank W. Mobley,Gunfire,1968-07-20,Savannah Police Department, GA
Lieutenant Leroy Jones,Gunfire,1968-07-23,Cleveland Police Department, OH
Patrolman Louis Golonka,Gunfire,1968-07-23,Cleveland Police Department, OH
Patrolman Willard J. Wolff,Gunfire,1968-07-23,Cleveland Police Department, OH
Patrolman Donald Ronnebaum,Struck by vehicle,1968-07-26,Covington Police Department, KY
Deputy Sheriff Jerry Mack Beall,Vehicular assault,1968-07-30,Payne County Sheriff's Office, OK
"Chief of Police Oswell Ovid ""Joe"" Rowden",Vehicular assault,1968-07-30,Cushing Police Department, OK
Officer Robert E. Donahue,Duty related illness,1968-07-31,Akron Police Department, OH
Patrolman Richard M. Cuellar,Gunfire,1968-08-02,San Antonio Police Department, TX
"Sergeant Edward Wolski, Jr.",Gunfire,1968-08-05,Detroit Police Department, MI
Sheriff Verne M. Royse,Animal related,1968-08-08,Gooding County Sheriff's Department, ID
Detective Robert Raymond Gonser,Gunfire,1968-08-08,Michigan State Police, MI
Chief of Police William Terrell Mantoth,Gunfire,1968-08-11,Tehachapi Police Department, CA
Patrolman David Campbell Woodson,Automobile accident,1968-08-12,Kansas City Police Department, MO
Patrolman James Emory Rodine,Gunfire (Accidental),1968-08-13,Des Moines Police Department, IA
Police Officer Ricktor A. Gutowsky,Vehicle pursuit,1968-08-15,Detroit Police Department, MI
Patrolman Earl J. Bertram,Automobile accident,1968-08-18,Jefferson County Police Department, KY
"Officer Walter Edwin Rappolee, Jr.",Accidental,1968-08-22,Wichita Falls Police Department, TX
Officer Robert Edward Fellows,Accidental,1968-08-22,Wichita Falls Police Department, TX
Police Officer William T. Gaskin,Gunfire,1968-08-27,Huntsville Police Department, AL
Criminal Investigator Daniel S. Tindle,Gunfire,1968-08-29,United States Marine Corps Criminal Investigation Division, US
Patrolman Phillip Lynwood Van Steinburg,Vehicle pursuit,1968-09-05,Brunswick Police Department, MD
Conservation Officer Gary Waterhouse,Heart attack,1968-09-08,New Hampshire Fish and Game Department, NH
Trooper Clarence C. Johnson,Automobile accident,1968-09-08,Washington State Patrol, WA
Policeman Gary W. Murakami,Gunfire,1968-09-09,Los Angeles Police Department, CA
Officer Thomas R. Fancher,Motorcycle accident,1968-09-10,Baton Rouge City Police Department, LA
Policeman John Madden,Heart attack,1968-09-11,New York City Police Department, NY
Deputy Sheriff William Fitzgerald,Gunfire,1968-09-13,Westchester County Sheriff's Department, NY
Deputy Sheriff Elmer Taylor Singleton,Gunfire,1968-09-13,Claiborne County Sheriff's Office, TN
Police Officer Paul D. Wilson,Gunfire (Accidental),1968-09-14,Denver Police Department, CO
Trooper Thomas William Kavula,Vehicular assault,1968-09-19,New Jersey State Police, NJ
Immigration Inspector Frank Mendoza,Automobile accident,1968-09-20,United States Department of Justice - Immigration and Naturalization Service, US
Officer Joseph Vastine Herring,Vehicle pursuit,1968-09-21,Greenville Police Department, AL
Deputy Sheriff Lee D. Birdsell,Vehicle pursuit,1968-09-26,Garfield County Sheriff's Office, WA
Officer Eugene S. Jennings,Vehicle pursuit,1968-09-27,Pomeroy Police Department, WA
Deputy Gary E. McCullah,Aircraft accident,1968-09-30,Los Angeles County Sheriff's Department, CA
Deputy Robert K. Schnur,Aircraft accident,1968-09-30,Los Angeles County Sheriff's Department, CA
Deputy Sheriff Harold Hurst,Struck by train,1968-10-02,Fresno County Sheriff's Department, CA
Motorcycle Officer Hal Clovis Stephenson,Motorcycle accident,1968-10-02,Fort Worth Police Department, TX
Sergeant William O. Swindoll,Automobile accident,1968-10-05,Mississippi Department of Public Safety - Highway Patrol, MS
Patrolman John E. Varecha,Gunfire,1968-10-07,New York City Police Department, NY
Patrolman John R. Tucker,Gunfire,1968-10-08,Chicago Police Department, IL
"Patrolman Donald E. Kirby, Jr.",Motorcycle accident,1968-10-09,Fort Lauderdale Police Department, FL
Patrolman Jean B. Dozier,Automobile accident,1968-10-10,Long Island State Parkway Police Department, NY
Probationary Patrolman David Turman,Gunfire (Accidental),1968-10-13,New York City Police Department, NY
Patrolman Raymond B. Smith,Gunfire,1968-10-13,Richmond Police Department, VA
Assistant Chief of Police Elmo O. Ritchie,Heart attack,1968-10-16,Fayetteville Police Department, AR
Special Agent Thomas K. Wooge,Heart attack,1968-10-17,United States Department of the Treasury - United States Secret Service, US
Police Officer William Lackman,Gunfire,1968-10-17,Philadelphia Police Department, PA
Special Agent Gerald M. Guerard,Accidental,1968-10-23,California Department of Justice, CA
Border Patrol Inspector Ralph L. Anderson,Gunfire (Accidental),1968-10-25,United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US
Chief of Police James Howard Emerson,Gunfire,1968-10-25,Warwick Police Department, GA
"Officer Thomas Ramsden, III",Automobile accident,1968-10-26,Atlanta Police Department, GA
Detective Clayton Robinson,Gunfire,1968-10-26,Chicago Police Department, IL
Deputy Sheriff Jack L. Frame,Vehicle pursuit,1968-10-26,Wayne County Sheriff's Department, IN
Chief of Police Ralph Earl Thomas,Automobile accident,1968-10-28,Okoboji Police Department, IA
Sergeant Andrew Robert Rusbarsky,Struck by vehicle,1968-10-29,Monroeville Borough Police Department, PA
Trooper Huey P. Grace,Vehicle pursuit,1968-10-30,Louisiana State Police, LA
Chief of Police Marlo Zwiers,Struck by vehicle,1968-11-01,Cambridge Police Department, MN
Police Officer David Ellerbee,Gunfire (Accidental),1968-11-01,Philadelphia Police Department, PA
Patrolman Donald Henderson,Vehicle pursuit,1968-11-02,Kings Mountain Police Department, NC
"Sergeant James Ryan, Sr.",Gunfire,1968-11-04,Danville Police Department, KY
Deputy Sheriff Oscar Burkhart,Gunfire,1968-11-07,Harlan County Sheriff's Department, KY
Detective William A. Singleton,Gunfire,1968-11-09,Rock Hill Police Department, SC
"Patrolman Roy W. Buckner, Jr.",Motorcycle accident,1968-11-11,Cleveland Police Department, OH
Police Officer Robert R. Allshaw,Gunfire (Accidental),1968-11-11,Seattle Police Department, WA
Deputy Sheriff Thomas Lee Wojtowicz,Automobile accident,1968-11-12,Wayne County Sheriff's Department, MI
Patrolman Joseph D. Pignataro,Automobile accident,1968-11-13,New York City Police Department, NY
"Officer Willie C. Ivery, Jr.",Gunfire (Accidental),1968-11-15,Metropolitan Police Department, DC
Trooper Warren Yokely Harless,Gunfire,1968-11-18,Virginia State Police, VA
Deputy Sheriff Paul Robert Gramer,Automobile accident,1968-11-20,Burnett County Sheriff's Department, WI
Police Officer Robert R. Hazelhurst,Automobile accident,1968-11-21,Worcester Police Department, MA
Patrolman Charles A. McNabb,Gunfire,1968-11-23,Boston Police Department, MA
Patrolman Ronald D. Yoakum,Gunfire,1968-11-26,Kansas City Police Department, MO
"Enforcement Officer II John F. Gibbons, Jr.",Automobile accident,1968-11-26,Pennsylvania Liquor Control Board, PA
"Ranger Charles Callaway Mercer, Jr.",Automobile accident,1968-11-29,Georgia Department of Natural Resources, GA
Chief of Police George Nettleingham,Heart attack,1968-11-29,Hoisington Police Department, KS
Private William Ray Clements,Gunfire,1968-11-30,Seat Pleasant Police Department, MD
Private Robert E. Yeszerski,Gunfire,1968-11-30,Prince George's County Police Department, MD
Deputy Sheriff Clyde Sears,Gunfire,1968-12-05,Bacon County Sheriff's Office, GA
Patrolman James Gale Lee,Automobile accident,1968-12-05,Raleigh Police Department, NC
Patrolman James Wade Allen,Automobile accident,1968-12-05,Raleigh Police Department, NC
Police Officer Thomas A. Burner,Automobile accident,1968-12-06,University of Nevada Reno Police Department, NV
Senior Patrol Inspector James G. Burns,Heart attack,1968-12-08,United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US
Deputy Albert Lee Kelly,Gunfire,1968-12-08,Wicomico County Sheriff's Office, MD
Sheriff Samuel Adams Graham,Gunfire,1968-12-08,Wicomico County Sheriff's Office, MD
Officer Floyd Alexander Knight,Gunfire,1968-12-08,Dallas Police Department, TX
Sergeant Norman G. Vezina,Drowned,1968-12-10,Smithfield Police Department, RI
Jailer John Joseph Kavajecz,Automobile accident,1968-12-12,Bayfield County Sheriff's Department, WI
Trooper Floyd J. Farrar,Struck by vehicle,1968-12-17,Illinois State Police, IL
Detective Robert R. Monette,Drowned,1968-12-19,Virginia Beach Police Department, VA
Police Officer Roger L. McClung,Drowned,1968-12-19,Virginia Beach Police Department, VA
Officer Larry Neal Stone,Gunfire,1968-12-20,Camp Hill Police Department, AL
Police Chief Charlie Earl Oglesby,Gunfire,1968-12-20,Twin City Police Department, GA
Auxiliary Officer Edward B. Sullivan,Automobile accident,1968-12-21,Dellwood Police Department, MO
Sergeant Jose A. Perez-Morales,Gunfire,1968-12-21,Puerto Rico Police Department, PR
Officer Gary Elton Rippstein,Gunfire,1968-12-22,Torrance Police Department, CA
Special Agent Gerald A. Schuett,Struck by train,1968-12-22,Union Pacific Railroad Police Department, RR
Patrolman Joseph O'Brien,Vehicular assault,1968-12-24,Windsor Locks Police Department, CT
Captain Joseph P. Davidchik,Gunfire,1968-12-26,Sioux City Police Department, IA
Patrolman Joseph F. Ferguson,Gunfire,1968-12-27,Chicago Police Department, IL
Detective Clifton Eastby,Heart attack,1968-12-30,New York City Police Department, NY
Town Marshal Bennie Elvin Taylor,Struck by train,1968-12-30,Impact Marshal's Office, TX
Officer Jessie James Morgan,Gunfire,1968-12-31,Hughes Police Department, AR
Patrolman Theodore M. Martin,Vehicular assault,1968-12-31,Montague Police Department, MA
Patrolman Edward Howard Burch,Gunfire,1969-01-05,Lafayette Police Department, LA
Detective Alton Fritcher,Gunfire,1969-01-05,Flint Police Department, MI
Special Agent Anthony Palmisano,Gunfire,1969-01-08,United States Department of Justice - Federal Bureau of Investigation, US
Special Agent Edwin R. Woodriffe,Gunfire,1969-01-08,United States Department of Justice - Federal Bureau of Investigation, US
Patrolman Roger Lutcher,Gunfire,1969-01-08,Kansas City Police Department, KS
Police Officer Stanley Rapaski,Gunfire,1969-01-10,Detroit Police Department, MI
Patrolman James William Glenn,Aircraft accident,1969-01-10,Kansas City Police Department, MO
Deputy Sheriff E. R. Walthers,Gunfire,1969-01-10,Dallas County Sheriff's Department, TX
Deputy Marshal David K. Brown,Gunfire,1969-01-11,Westfield Police Department, IN
Deputy Sheriff Sidney Nelson Padgett,Vehicular assault,1969-01-11,Hardin County Sheriff's Department, TX
Patrolman James Cagle,Gunfire,1969-01-12,Tracy City Police Department, TN
Auxiliary Officer Michael J. Mills,Vehicular assault,1969-01-18,Reno Police Department, NV
Police Officer Wayne Vonk,Gunfire,1969-01-19,Grand Rapids Police Department, MI
Deputy Sheriff Chester Larson,Drowned,1969-01-20,Ventura County Sheriff's Office, CA
Chief of Police Troy V. Jordan,Heart attack,1969-01-21,Ellaville Police Department, GA
Reserve Deputy Sheriff Charles D. Rea,Drowned,1969-01-26,Los Angeles County Sheriff's Department, CA
Correctional Officer Vern M. Jarvis,Stabbed,1969-01-26,United States Department of Justice - Federal Bureau of Prisons, US
